,generation,total_popsize,best_fitness,contributor_spops
0,0,794,-597905733375.8323,"[1.0, 0.0]"
1,1,1250,-457651880048.6363,"[1.0, 0.0]"
2,2,1250,-325009382459.20654,"[1.0, 0.0]"
3,3,1250,-317838256501.09906,"[1.0, 0.0]"
4,4,1250,-300914119551.55304,"[1.0, 0.0]"
5,5,1250,-273601680540.95352,"[1.0, 0.0]"
6,6,1250,-224401802009.5591,"[1.0, 0.0]"
7,7,1250,-215514668715.8841,"[1.0, 0.0]"
8,8,1250,-199547802128.5646,"[1.0, 0.0]"
9,9,1250,-161871044275.9001,"[1.0, 0.0]"
