,generation,total_popsize,best_fitness,contributor_spops
0,0,660,-513739769231.6772,"[1.0, 0.0]"
1,1,1250,-409640263944.6163,"[1.0, 0.0]"
2,2,1250,-378107068635.78284,"[1.0, 0.0]"
3,3,1250,-341161783215.04987,"[1.0, 0.0]"
4,4,1250,-286772951375.5836,"[1.0, 0.0]"
5,5,1250,-277858868883.7779,"[1.0, 0.0]"
6,6,1250,-239606216402.3865,"[1.0, 0.0]"
7,7,1250,-217935354585.33493,"[1.0, 0.0]"
8,8,1250,-195068138604.23215,"[1.0, 0.0]"
9,9,1250,-169656259683.20966,"[1.0, 0.0]"
