,generation,total_popsize,best_fitness,contributor_spops
0,0,707,-596390564538.9812,"[1.0, 0.0]"
1,1,1250,-354570878648.72974,"[1.0, 0.0]"
2,2,1250,-244926442787.22244,"[1.0, 0.0]"
3,3,1250,-177746299532.63318,"[1.0, 0.0]"
4,4,1250,-178518969292.86578,"[1.0, 0.0]"
5,5,1250,-163408297281.42035,"[1.0, 0.0]"
6,6,1250,-137703071366.0422,"[1.0, 0.0]"
7,7,1250,-134024306642.23868,"[1.0, 0.0]"
8,8,1250,-124402746614.8757,"[1.0, 0.0]"
9,9,1250,-111788254845.1488,"[1.0, 0.0]"
